id;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers;Expertise
3318;2;0;1;0;2;0;0;1;1;31;27;4;202;6.5161;5;0;5;0;57;1056;19;89;1.5614;88;119;77;37;5;6900;6900;9;9;147;147;3;3;3;6.5;6.5;46.20000076;46.20000076;156;1;1;70;3
3506;260;41;15;8;12;2;2;3;1;100;49;51;117;1.17;12;0;11;1;81;824;10.1728;130;1.6049;190;115;62;21;32;755;755;1;1;7;7;5;0;0;24.70000076;24.70000076;21.79999924;21.79999924;8;1;1;42;5
3822;592;19;98;238;63;15;27;28;33;100;92;8;838;8.38;239;0;237;0;100;433;4.33;89;0.89;207;94;67;15;12;21;21;0;0;0;0;1;0;0;4.5;4.5;0.5;0.5;0;1;1;1279;1
4300;462;1;3;0;15;1;0;15;3;8;6;2;6;0.75;3;0;3;0;28;1590;57;74;2.6429;68;30;1;8;21;513;513;2;2;17;17;4;0;0;14.80000019;14.80000019;32;32;19;1;1;59;4
4726;88;5;0;0;4;5;0;1;0;38;19;19;67;1.7632;2;1;1;0;21;684;33;62;2.9524;50;8;2;1;5;662;662;10;10;4;4;3;0;0;2.5;2.5;1;1;14;1;1;42;3
6073;9;1;1;0;3;1;0;0;1;100;62;38;242;2.42;0;0;0;0;32;997;31;105;3.2813;77;97;48;26;23;563;563;2;2;29;29;3;0;0;26.60000038;26.60000038;8.300000191;8.300000191;31;1;1;43;3
6150;661;0;27;14;18;0;3;13;8;2;1;1;26;13;2;0;2;0;36;632;18;47;1.3056;89;81;46;10;25;282;282;1;1;3;3;3;4;4;0;0;8.699999809;8.699999809;4;1;1;32;3
6791;0;0;0;0;0;0;0;0;0;16;13;3;53;3.3125;29;0;28;1;20;2303;115;36;1.8;52;103;31;40;32;1718;1718;5;5;14;14;4;11;11;11.5;11.5;17.79999924;17.79999924;19;1;1;62;4
7458;0;2;0;0;0;2;0;0;0;15;9;6;100;6.6667;3;0;3;0;24;847;35;128;5.3333;57;4;1;0;3;1596;1596;1;1;347;347;3;4;4;44.79999924;44.79999924;26.70000076;26.70000076;348;2;1;278;3
7660;131;0;124;224;9;0;8;2;9;34;26;8;114;3.3529;4;0;4;0;100;4741;47;123;1.23;177;215;125;67;23;135;135;0;0;3;3;1;0;0;0;0;1.200000048;1.200000048;3;1;1;2112;1
7758;307;6;48;13;22;5;4;29;7;19;12;7;56;2.9474;2;0;2;0;87;8454;97;470;5.4023;167;142;113;6;23;147;147;0;0;6;6;1;0;0;25.39999962;25.39999962;23;23;6;1;1;128;1
7808;10;3;0;0;3;2;0;8;0;19;11;8;62;3.2632;2;0;2;0;100;8142;81;325;3.25;372;91;61;12;18;370;370;0;0;12;12;1;0;0;21.60000038;21.60000038;40;40;12;1;1;1404;1
7881;59;1;5;0;14;1;0;6;5;31;25;6;45;1.4516;5;0;5;0;98;3910;40;192;1.9592;158;124;95;18;11;1394;1394;0;0;3;3;1;0;0;6.400000095;6.400000095;18.20000076;18.20000076;3;1;1;412;1
7941;19;0;0;0;1;0;0;0;0;13;11;2;25;1.9231;0;0;0;0;38;400;10.5263;76;2;91;6;2;4;0;272562;272562;237431;237431;101715;101715;5;432;432;4.800000191;4.800000191;9.5;9.5;339155;2;5;62;5
8156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;713;16;134;2.913;85;24;1;8;15;1847;1847;2;2;31;31;3;2;2;13.5;13.5;4;4;33;1;1;41;3
8286;0;0;0;1;0;0;1;0;0;100;85;15;315;3.15;3;0;3;0;100;384;3.84;117;1.17;141;320;284;29;7;1206;603;0;0;11;5.5;1;0;0;0.200000003;0.100000002;95.5;47.75;11;1;1;393;1
8446;23;3;0;4;5;3;1;4;0;100;97;3;48;0.48;0;0;0;0;52;7982;154;366;7.0385;99;386;312;63;11;20172;20172;334;334;291;291;4;11;11;8.300000191;8.300000191;75.80000305;75.80000305;625;1;1;548;4
8542;119;0;0;0;6;0;0;1;0;7;7;0;29;4.1429;0;0;0;0;24;5146;214;117;4.875;80;157;113;31;13;4658;4658;3;3;258;258;3;0;0;30.89999962;30.89999962;757;757;261;1;1;250;3
8548;1348;25;212;82;67;9;7;57;22;100;86;14;509;5.09;1;0;1;0;100;2731;27;127;1.27;262;341;169;71;101;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;812;1
8724;349;12;7;0;22;6;0;7;6;100;71;29;187;1.87;3;0;3;0;100;888;8.88;264;2.64;169;113;52;47;14;283;283;0;0;1;1;1;0;0;8.100000381;8.100000381;43;43;1;1;1;351;1
8756;80;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;233;78;23;7.6667;6;11;7;2;2;9483;9483;80;80;475;475;5;19;19;14.19999981;14.19999981;23.29999924;23.29999924;555;1;1;51;5
8856;7;0;0;0;3;0;0;3;0;1;1;0;1;1;0;0;0;0;15;2976;198;86;5.7333;13;2;1;0;1;95;95;3;3;0;0;3;0;0;2.099999905;2.099999905;3.5;3.5;3;1;1;786;3
8860;168;6;0;0;9;4;0;8;0;13;10;3;42;3.2308;1;0;0;0;15;1998;133;107;7.1333;24;18;9;3;6;52;52;0;0;1;1;1;0;0;1.899999976;1.899999976;7;7;1;1;1;281;1
8861;116;4;1;3;3;1;1;1;1;22;14;8;34;1.5455;9;0;5;0;9;906;101;65;7.2222;7;35;23;6;6;73;73;0;0;0;0;1;0;0;0;0;2.400000095;2.400000095;0;1;1;44;1
8864;760;35;131;78;52;18;25;7;38;100;76;24;306;3.06;40;0;36;4;43;4285;100;301;7;100;313;239;47;27;110;55;0;0;7;3.5;1;0;0;27.00000048;13.50000024;23;11.5;7;1;1;2030;1
8865;1386;40;274;71;55;7;39;10;55;100;85;15;360;3.6;54;0;53;0;100;5792;58;323;3.23;211;1170;1101;56;13;232;46.4;0;0;3;0.6;1;0;0;108.5999985;21.71999969;51.69999999;10.34;3;1;1;719;1
8870;846;10;166;62;45;8;14;17;36;100;79;21;333;3.33;20;2;18;0;100;492;4.92;89;0.89;237;144;125;18;1;363;363;8;8;0;0;3;2;2;0;0;1;1;8;1;1;206;3
8874;905;0;84;2;26;0;2;8;14;12;11;1;24;2;3;0;0;0;67;15429;230;457;6.8209;223;251;217;30;4;74;74;0;0;0;0;1;0;0;11.89999962;11.89999962;3;3;0;1;1;1103;1
8876;988;77;50;51;46;27;7;16;28;100;74;26;301;3.01;68;3;58;5;78;5605;72;262;3.359;187;164;114;10;40;664;73.7778;0.2222;2;9;1;1.222222222;0;0;40.30000079;4.477777865;63.80000007;7.088888897;11;1;1;176;1.222222222
8877;22;1;5;0;4;1;0;0;2;4;1;3;2;0.5;0;0;0;0;8;1114;139;62;7.75;21;94;93;0;1;72;72;0;0;2;2;1;0;0;8.899999619;8.899999619;9.5;9.5;2;1;1;111;1
8898;1;1;0;0;1;1;0;1;0;90;58;32;92;1.0222;3;0;3;0;95;265;2.7895;160;1.6842;130;258;232;25;1;87;43.5;0;0;1;0.5;1;0;0;0;0;3.200000048;1.600000024;1;1;1;137;1
8914;1;1;0;0;1;1;0;10;0;2;1;1;8;4;1;0;0;0;24;77;3.2083;5;0.2083;56;0;0;0;0;90;45;0;0;18;9;1;0;0;38.89999962;19.44999981;12;6;20;1.5;2.5;4;1
8915;20;1;0;2;6;1;1;3;0;44;32;12;138;3.1364;10;5;4;0;58;5166;89;300;5.1724;155;130;73;34;23;1287;214.5;0;0;26;4.3333;1;0;0;26.49999964;4.416666607;101.8999996;16.98333327;26;1;1;163;1
8918;2807;1021;69;120;54;48;25;10;19;100;99;1;97;0.97;1;0;1;0;93;6605;71;666;7.1613;204;739;423;300;16;483;120.75;0.75;3;4;1;1.75;0;0;19.29999971;4.824999928;14.70000005;4.900000016;7;1;1;696;1.75
8921;70;2;6;1;10;2;1;6;2;100;88;12;263;2.63;2;0;2;0;100;646;6.46;464;4.64;259;230;129;89;12;379;189.5;0;0;0;0;1;0;0;19.79999924;9.899999619;8.600000143;4.300000072;0;1;1;202;1
8922;939;287;14;0;23;8;0;8;5;100;48;52;166;1.66;0;0;0;0;100;155;1.55;34;0.34;203;32;32;0;0;565;94.1667;0;0;5;0.8333;1;4;0.6667;120.8000016;20.1333336;16.5;2.75;5;1;1;327;1
8925;433;3;2;4;10;3;2;10;2;100;93;7;51;0.51;0;0;0;0;100;1091;10.91;141;1.41;240;67;49;15;3;1300;130;0;0;5;0.5;1;0;0;60.69999862;6.069999862;103.8000002;10.38000002;5;1;1;76;1
8926;0;0;0;0;0;0;0;0;0;12;10;2;55;4.5833;19;0;19;0;10;53;5.3;20;2;28;1;1;0;0;91;91;0;0;0;0;1;0;0;2.200000048;2.200000048;24;24;0;1;1;0;1
8930;5;5;0;0;1;4;0;9;0;25;7;18;54;2.16;0;0;0;0;85;73;1;82;0.9647;186;0;0;0;0;19;19;0;0;1;1;1;0;0;13.60000038;13.60000038;5;5;1;1;1;4;1
8931;1;1;0;0;1;1;0;4;0;13;11;2;27;2.0769;0;0;0;0;38;71;1.8684;36;0.9474;79;2;0;0;2;1415;176.875;0;0;38;4.75;1;3;0.375;8.499999881;1.062499985;112.1999998;14.02499998;38;1;1;9;1
8937;91;3;8;0;15;3;0;7;4;66;63;3;234;3.5455;25;0;24;0;34;248;7.2941;44;1.2941;99;83;58;3;22;21;21;0;0;0;0;1;0;0;0;0;3;3;0;1;1;39;1
8939;24;6;3;1;4;6;1;3;2;100;86;14;558;5.58;5;0;5;0;56;826;15;97;1.7321;106;90;52;25;13;1424;474.6667;1;3;14;4.6667;2;2;0.6667;24.79999959;8.266666532;61.29999924;20.43333308;17;1;1;59;2
8941;43;8;11;0;5;2;0;4;3;100;71;29;77;0.77;0;0;0;0;43;388;9.0233;102;2.3721;73;41;18;7;16;339;339;0;0;20;20;1;0;0;2;2;11.30000019;11.30000019;20;1;1;175;1
8945;197;1;1;0;13;1;0;15;1;4;1;3;1;0.25;0;0;0;0;70;114;1.6286;88;1.2571;152;24;2;6;16;482;241;1;2;26;13;4;1;0.5;3;1.5;14.70000005;7.350000024;28;1;1;19;4
8948;5;4;0;0;3;3;0;2;0;18;13;5;72;4;8;0;8;0;14;103;7.3571;42;3;32;13;7;1;5;645;322.5;2;4;9;4.5;2;0;0;6.300000191;3.150000095;29.29999924;14.64999962;13;1;1;36;2
8952;293;38;133;338;27;14;12;10;14;100;96;4;402;4.02;1;0;1;0;100;4736;47;314;3.14;384;419;250;152;17;51105;12776.25;6;24;1050;262.5;1.5;33;8.25;31.69999957;7.924999893;47.60000038;11.9000001;1074;1;1;2149;1.5
8954;0;0;0;0;0;0;0;0;0;4;3;1;10;2.5;0;0;0;0;46;53;1.1522;33;0.7174;131;11;4;1;6;27541;13770.5;13.5;27;752;376;4;10;5;47.89999962;23.94999981;89.09999847;44.54999924;782;1;3;19;4
8957;0;3;0;0;0;2;0;0;0;9;7;2;50;5.5556;15;0;15;0;13;53;4.0769;17;1.3077;40;10;0;3;7;268;268;0;0;6;6;1;0;0;0;0;4.400000095;4.400000095;6;1;1;5;1
8959;1001;25;213;897;79;9;76;70;60;100;85;15;289;2.89;0;0;0;0;100;225;2.25;63;0.63;195;109;91;18;0;1405;351.25;1.25;5;9;2.25;1.5;1;0.25;4;1;71.79999924;17.94999981;14;1;1;632;1.5
8962;0;0;0;0;0;0;0;0;0;1;0;1;5;5;0;0;0;0;6;52;8.6667;15;2.5;11;2;2;0;0;355;177.5;0;0;32;16;1;0;0;21.80000001;10.90000001;31.30000019;15.6500001;32;1;1;19;1
8963;26;0;0;0;1;0;0;4;0;5;3;2;19;3.8;0;0;0;0;83;129;1.5542;11;0.1325;132;1;0;0;1;125;62.5;0;0;5;2.5;1;0;0;21.30000019;10.6500001;26;13;5;1;1;7;1
8968;0;0;0;0;0;0;0;1;0;5;3;2;12;2.4;0;0;0;0;7;51;7.2857;9;1.2857;8;2;1;0;1;128;128;0;0;17;17;1;0;0;7.199999809;7.199999809;25;25;17;1;1;0;1
8969;0;0;0;0;0;0;0;0;0;17;11;6;21;1.2353;0;0;0;0;58;525;9.0517;155;2.6724;75;107;95;12;0;1114;222.8;0;0;15;3;1;0;0;52.09999919;10.41999984;111.5;22.3;15;1;1;123;1
8971;0;0;0;0;0;0;0;0;0;65;44;21;109;1.6769;3;0;3;0;27;19712;730;1275;47.2222;76;366;103;246;17;107;107;1;1;4;4;3;0;0;34.40000153;34.40000153;0.699999988;0.699999988;5;1;1;39;3
8973;372;3;106;461;8;1;5;5;3;29;19;10;126;4.3448;9;0;7;0;54;3974;74;322;5.963;168;128;55;37;36;151;151;0;0;0;0;1;0;0;13.69999981;13.69999981;2;2;0;1;1;1846;1
8975;56;8;22;0;13;4;0;17;6;58;56;2;64;1.1034;115;12;99;4;28;610;22;98;3.5;74;16;8;5;3;59;59;0;0;4;4;1;0;0;0;0;7.5;7.5;4;1;1;103;1
8980;16;0;0;2;3;0;1;1;0;13;7;6;6;0.4615;0;0;0;0;41;892;22;108;2.6341;79;44;38;2;4;506;72.2857;0.2857;2;15;2.1429;1.857142857;0;0;41.5;5.928571429;31.50000024;4.500000034;17;1;1;88;1.857142857
8982;1;4;0;0;1;4;0;1;0;32;31;1;268;8.375;102;2;55;7;64;743;11.6094;105;1.6406;198;6;3;0;3;467;155.6667;0;0;13;4.3333;1;0;0;4.600000024;1.533333341;27.80000019;9.26666673;13;1;1;78;1
8983;87;1;25;47;9;1;7;2;5;100;78;22;287;2.87;6;0;6;0;58;13702;236;521;8.9828;104;703;491;176;36;125;125;0;0;0;0;1;0;0;6;6;2.099999905;2.099999905;0;1;1;78;1
8987;1;0;0;0;1;0;0;0;0;72;32;40;51;0.7083;1;0;1;0;65;3261;50;539;8.2923;103;108;79;20;9;25;25;0;0;0;0;1;0;0;16.70000076;16.70000076;0;0;0;1;1;619;1
8993;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;7;632;90;37;5.2857;14;4;0;1;3;306;306;0;0;28;28;1;0;0;17.10000038;17.10000038;59;59;28;1;1;124;1
8995;31;0;0;0;7;0;0;5;0;29;27;2;34;1.1724;2;0;2;0;42;931;22;119;2.8333;82;230;193;35;2;134;67;0;0;0;0;1;0;0;0;0;14;7;0;1;1;98;1
8996;26;0;1;0;3;0;0;3;1;4;4;0;5;1.25;0;0;0;0;29;536;18;44;1.5172;57;14;8;6;0;4427;4427;10;10;136;136;4;6;6;28.10000038;28.10000038;145.6999969;145.6999969;148;1;4;13;4
9000;1754;16;6;3;10;9;1;10;4;100;41;59;122;1.22;8;0;8;0;28;665;24;101;3.6071;52;127;77;43;7;388;194;0;0;0;0;1;0;0;17.5;8.75;4;4;0;1;1;58;1
9007;17;4;0;0;4;2;0;0;0;24;22;2;71;2.9583;4;0;4;0;16;9121;570;401;25.0625;20;108;97;10;1;394;197;1;2;11;5.5;3;0;0;14.19999981;7.099999905;23.5;11.75;13;1;1;847;3
9014;49;0;9;7;5;0;1;3;1;1;1;0;2;2;0;0;0;0;31;4266;138;138;4.4516;82;181;26;115;40;154;154;1;1;4;4;5;0;0;1.899999976;1.899999976;10.30000019;10.30000019;5;1;1;137;5
9016;58;2;8;3;7;2;2;2;3;23;22;1;70;3.0435;13;0;13;0;55;1770;32;73;1.3273;110;135;114;15;6;1071;214.2;0.8;4;36;7.2;2.2;0;0;82.0999999;16.41999998;38;7.6;40;1;1;63;2.2
9018;0;0;0;0;0;0;0;0;0;3;2;1;5;1.6667;0;0;0;0;10;757;76;38;3.8;15;7;6;0;1;666;333;0.5;1;9;4.5;2.5;0;0;23.89999962;11.94999981;20.69999981;10.3499999;10;1;1;28;2.5
9019;372;32;20;35;7;5;6;3;5;95;64;31;158;1.6632;10;0;10;0;68;12750;188;822;12.0882;210;232;97;123;12;367;122.3333;0;0;34;11.3333;1;0;0;46.10000038;15.36666679;18.5999999;6.199999968;34;1;1;467;1
9020;10;2;1;1;5;2;1;1;1;70;55;15;911;13.0143;104;0;87;9;39;2176;56;136;3.4872;47;51;18;16;17;853;213.25;0.25;1;3;0.75;1.5;0;0;28.19999981;7.049999952;60.5;15.125;4;1;1;913;1.5
9023;279;19;146;62;19;12;14;10;20;100;70;30;260;2.6;57;1;56;0;100;4387;44;292;2.92;227;1077;858;161;58;350;116.6667;0.3333;1;8;2.6667;1.666666667;0;0;15.79999971;5.266666571;10.5;3.5;9;1;1;314;1.666666667
9024;0;8;0;0;0;6;0;0;0;50;30;20;178;3.56;28;0;27;0;19;650;34;78;4.1053;55;74;52;8;14;844;844;14;14;13;13;3;0;0;10.39999962;10.39999962;1.399999976;1.399999976;27;1;1;31;3
9025;18;0;0;0;3;0;0;2;0;27;12;15;40;1.4815;1;0;1;0;30;618;21;66;2.2;98;4;1;0;3;520;260;0.5;1;14;7;1.5;0;0;9.799999952;4.899999976;28.5;14.25;15;1;1;52;1.5
9026;20;0;16;2;5;0;2;0;3;0;0;0;0;0;0;0;0;0;21;583;28;61;2.9048;32;47;39;8;0;54;54;0;0;0;0;1;0;0;15.60000038;15.60000038;7;7;0;1;1;45;1
9028;951;50;15;0;24;14;0;11;6;100;80;20;73;0.73;0;0;0;0;65;5334;82;260;4;130;106;81;14;11;1280;128;0.4;4;11;1.1;1.6;0;0;130.1999993;13.01999993;47.20000005;4.720000005;15;1;1;55;1.6
9031;0;0;0;0;0;0;0;0;0;15;13;2;63;4.2;7;0;7;0;20;9669;483;353;17.65;61;106;98;6;2;583;583;1;1;4;4;3;0;0;7.300000191;7.300000191;2.200000048;2.200000048;5;1;1;209;3
9032;61;1;15;3;8;1;3;8;7;24;22;2;129;5.375;0;0;0;0;99;2962;30;449;4.5354;353;420;244;157;19;1447;144.7;0;0;63;6.3;1;0;0;73.80000114;7.380000114;108.6000004;10.86000004;65;1;1.8;470;1
9037;390;38;38;34;11;3;5;19;5;71;63;8;94;1.3239;22;0;22;0;54;1278;24;122;2.2593;161;356;264;83;9;115;115;2;2;3;3;3;0;0;8;8;5.300000191;5.300000191;5;1;1;105;3
9040;70;3;14;2;10;2;2;11;8;100;95;5;260;2.6;0;0;0;0;100;1158;11.58;134;1.34;165;245;138;35;72;1089;68.0625;0.0625;1;12;0.75;1.125;1;0.0625;141.9999998;8.874999985;109.8;6.862499997;13;1;1;1713;1.125
9041;61;1;0;0;4;1;0;2;0;14;4;10;51;3.6429;2;0;2;0;45;1501;33;108;2.4;104;64;59;5;0;194;64.6667;0.6667;2;3;1;1.666666667;0;0;42.30000019;14.10000006;23.80000001;7.933333337;5;1;1;340;1.666666667
9045;1111;10;16;11;46;10;4;37;16;67;57;10;87;1.2985;30;1;29;0;100;919;9.19;129;1.29;251;374;273;82;19;638;127.6;0.2;1;14;2.8;1.2;0;0;28.80000019;5.760000038;81.5;16.3;15;1;1;391;1.2
9047;0;1;0;0;0;1;0;1;0;68;39;29;145;2.1324;0;0;0;0;70;2014;29;278;3.9714;132;66;56;3;7;502;251;0;0;10;5;1;0;0;1.700000048;0.850000024;27.70000076;13.85000038;10;1;1;76;1
9048;0;0;0;0;0;0;0;0;0;7;5;2;15;2.1429;3;0;3;0;39;2188;56;242;6.2051;62;28;23;5;0;708;236;0.3333;1;18;6;1.333333333;0;0;22.69999981;7.566666603;11.60000008;3.866666694;19;1;1;214;1.333333333
9055;2;0;7;2;2;0;2;3;3;37;15;22;64;1.7297;1;0;1;0;30;1699;57;124;4.1333;57;48;31;7;10;42;42;0;0;0;0;1;0;0;8.699999809;8.699999809;1;1;0;1;1;114;1
9056;123;0;0;1;8;0;1;4;0;3;2;1;4;1.3333;0;0;0;0;43;2397;56;169;3.9302;102;47;17;11;19;752;188;1.25;5;0;0;2;0;0;0.100000002;0.025;0;0;5;1;1;57;2
9060;2298;79;23;7;37;10;4;71;14;100;48;52;222;2.22;21;5;15;0;100;63;1;95;0.95;263;168;99;26;43;908;129.7143;0;0;13;1.8571;1;3;0.4286;78.59999943;11.22857135;51.60000014;7.371428592;13;1;1;328;1
9066;161;0;0;0;6;0;0;4;0;100;92;8;137;1.37;5;0;0;0;77;870;11.2987;153;1.987;118;32;18;3;11;808;101;0;0;27;3.375;1;0;0;12.59999996;1.574999996;105.6000001;13.20000002;27;1.125;1;168;1
9068;102;1;18;0;3;1;0;3;1;91;72;19;114;1.2527;5;0;5;0;48;1012;21;105;2.1875;81;107;93;4;10;783;391.5;1;2;39;19.5;2.5;0;0;14.80000019;7.400000095;13.5999999;6.799999952;41;1;1;131;2.5
9070;88;0;0;0;5;0;0;0;0;4;4;0;17;4.25;0;0;0;0;62;685;11.0484;71;1.1452;84;31;6;9;16;110;110;0;0;2;2;1;0;0;0.899999976;0.899999976;17;17;2;1;1;255;1
9079;1157;33;147;150;28;22;14;18;16;100;88;12;559;5.59;4;0;4;0;100;7255;73;475;4.75;303;257;201;46;10;69;69;1;1;0;0;3;0;0;49.59999847;49.59999847;32;32;1;1;1;429;3
9082;43;6;1;0;6;5;0;2;1;52;36;16;163;3.1346;3;0;3;0;75;3332;44;152;2.0267;141;155;76;65;14;123;123;0;0;2;2;1;0;0;0.800000012;0.800000012;5.400000095;5.400000095;2;1;1;118;1
9085;6;3;4;0;2;1;0;12;3;10;4;6;20;2;2;0;2;0;59;2837;48;206;3.4915;106;27;15;3;9;466;116.5;0;0;25;6.25;1;0;0;70.40000033;17.60000008;28.30000019;7.075000048;25;1;1;400;1
9088;57;0;0;0;7;0;0;1;0;10;4;6;25;2.5;0;0;0;0;36;988;27;97;2.6944;133;12;4;1;7;103;103;0;0;7;7;1;0;0;12.69999981;12.69999981;3.5;3.5;7;1;1;146;1
9089;135;1;0;0;7;1;0;7;0;1;1;0;1;1;1;0;1;0;14;1673;120;90;6.4286;28;14;5;3;6;60;30;0;0;2;1;1;0;0;28.79999924;14.39999962;5.5;2.75;2;1;1;796;1
9090;250;15;5;3;8;12;2;5;5;100;100;0;314;3.14;5;0;5;0;73;1064;15;194;2.6575;118;69;37;25;7;491;98.2;0.2;1;4;0.8;1.4;0;0;19.59999943;3.919999886;32.69999981;6.539999962;5;1;1;148;1.4
9091;186;1;10;1;15;1;1;11;8;2;2;0;13;6.5;0;0;0;0;92;588;6.3913;132;1.4348;181;10;8;1;1;414;138;0.6667;2;5;1.6667;1.666666667;0;0;33.79999912;11.26666637;29.79999995;9.933333317;7;1;1;489;1.666666667
9093;0;11;0;0;0;2;0;1;0;27;20;7;121;4.4815;3;0;3;0;10;458;46;61;6.1;37;48;40;5;3;226;113;0;0;25;12.5;1;0;0;18;9;16.80000019;8.400000095;25;1;1;56;1
9095;7;2;5;3;3;2;1;1;2;19;16;3;82;4.3158;2;0;2;0;36;475;13;97;2.6944;78;127;102;25;0;14;14;0;0;3;3;1;0;0;0;0;2;2;3;2;1;57;1
9097;884;30;60;16;29;22;7;19;19;100;79;21;236;2.36;4;0;4;0;100;366;3.66;149;1.49;269;176;139;14;23;3217;643.4;0.4;2;60;12;1.4;2;0.4;61.70000124;12.34000025;56.29999924;11.25999985;62;1;1;152;1.4
9098;0;0;0;0;0;0;0;2;0;4;4;0;20;5;4;0;4;0;8;12896;1.612;382;47.75;20;34;13;15;6;31;31;0;0;1;1;1;0;0;16.20000076;16.20000076;2;2;1;1;1;431;1
9101;13;0;2;7;4;0;2;3;1;0;0;0;0;0;0;0;0;0;5;429;86;21;4.2;18;134;122;11;1;11;11;0;0;1;1;1;0;0;0;0;1;1;1;1;1;12;1
9110;0;1;1;0;0;1;0;1;1;78;64;14;302;3.8718;51;0;51;0;50;466;9.32;98;1.96;104;25;15;7;3;457;152.3333;0;0;74;24.6667;1;0;0;31.90000057;10.63333352;50;16.66666667;74;1;1;22;1
9111;1708;121;647;109;92;44;32;58;97;100;75;25;94;0.94;1;0;1;0;100;297;2.97;110;1.1;330;482;419;41;22;184;61.3333;0;0;0;0;1;0;0;40.60000038;13.53333346;10;3.333333333;0;1;1;293;1
9117;64;3;5;21;4;3;1;3;2;100;98;2;60;0.6;0;0;0;0;100;646;6.46;170;1.7;233;174;138;14;22;601;120.2;1;5;8;1.6;2.4;0;0;38.29999834;7.659999669;26.29999995;5.25999999;13;1;1;43;2.4
9119;0;0;0;0;0;0;0;0;0;7;4;3;17;2.4286;6;0;5;0;7;432;62;32;4.5714;29;24;8;9;7;3;3;0;0;0;0;1;0;0;0;0;0;0;0;1;1;25;1
9122;32;2;7;1;4;2;1;6;4;21;13;8;83;3.9524;2;0;2;0;41;637;16;130;3.1707;101;61;41;14;6;88;88;1;1;1;1;5;0;0;4.300000191;4.300000191;22;22;2;1;1;679;5
9127;433;7;67;1;7;7;1;0;6;100;92;8;329;3.29;28;1;27;0;47;2759;59;167;3.5532;146;587;508;55;24;557;278.5;9.5;19;10;5;2.5;0;0;40.00000143;20.00000072;12.39999998;6.199999988;29;1;1;466;2.5
9129;22;31;1;0;5;10;0;3;1;95;66;29;338;3.5579;10;0;10;0;51;6565;129;334;6.549;138;109;82;25;2;48;48;0;0;1;1;1;0;0;11.10000038;11.10000038;3;3;1;1;1;77;1
9132;112;2;4;3;9;2;2;2;2;6;5;1;18;3;0;0;0;0;48;639;13;125;2.6042;119;235;185;44;6;88;44;0;0;0;0;1;0;0;1.600000024;0.800000012;6.300000191;3.150000095;0;1;1;54;1
9133;1063;203;60;15;27;22;4;23;7;100;53;47;23;0.23;0;0;0;0;59;603;10.2203;64;1.0847;100;124;95;9;20;1522;217.4286;0;0;24;3.4286;1;0;0;13.79999971;1.971428531;105.2999992;15.04285703;24;1;1;16;1
9140;34;7;3;0;7;7;0;10;3;100;85;15;561;5.61;67;0;61;1;100;122;1.22;92;0.92;256;34;24;3;7;525;47.7273;0.7273;8;9;0.8182;2.090909091;0;0;51.39999831;4.672727119;55.29999995;5.529999995;17;1;1;96;2.090909091
9141;33;10;3;3;5;7;2;3;3;79;51;28;221;2.7975;23;1;18;1;36;5539;154;318;8.8333;79;146;115;16;15;97;48.5;0;0;1;0.5;1;0;0;6.300000191;3.150000095;5;2.5;1;1;1;412;1
9152;3806;115;16;9;50;25;2;6;10;100;92;8;211;2.11;11;0;11;0;74;143622;1.941;1001;13.527;106;1540;977;542;21;137;68.5;0;0;2;1;1;0;0;39.39999962;19.69999981;5.400000095;2.700000048;2;1;1;5859;1
9155;14;5;0;0;1;5;0;1;0;35;24;11;119;3.4;11;4;7;0;47;507;10.7872;92;1.9574;104;29;17;7;5;28;28;0;0;0;0;1;0;0;9.699999809;9.699999809;4;4;0;1;1;24;1
9156;171;67;157;67;68;50;28;48;71;100;95;5;252;2.52;16;0;15;1;94;2444;26;114;1.2128;291;207;159;32;16;745;93.125;0.25;2;36;4.5;1.75;2;0.25;98.59999967;12.32499996;108.6;13.575;38;1;1;350;1.75
