qtdActivityPostAnswer;QtdfActivityBadgeEarned;QtdActivityCommentPosted;qtsActivityQUestionPosted;qtdANswe;qtdTotalScoreAnswer;avgScoreANsw;qtdTotalBadges;QtdTotalBadgesBronze;qtdTotalBadgesSilver;qtdTotalBadgesGo;qtdComment;qtdTotalScoreCommen;AvgScoreCommen;qtdQuestion;QtdTotalScoreQuesdti;avgScoreQuesti;QtdTotalViewsQuestion;avgQTdViewsQUesti;userScore;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers
1;1;0;0;1;1;1;1;1;0;0;1;0;0;1;0;0;505;505;4;252;47;23;56;28;17;11;9;17;100;82;18;202;2,02;10;0;10;0;74;2818;38;186;2,51;197;319;265;49;5;18;18;0;0;1;1;1;0;0;5,3;5,3;4;4;1;1;1;163
0;0;0;0;11;3;0,27;4;4;0;0;9;0;0;2;0;0;93;46,5;21;459;19;20;80;40;9;33;9;9;100;84;16;409;4,09;10;1;9;0;100;822;8,22;181;1,81;197;232;211;8;13;203;203;0;0;8;8;1;1;1;0,5;0,5;1,5;1,5;8;1;1;569
2;0;1;1;22;19;0,86;27;20;7;0;82;8;0,1;30;31;1,03;14881;496,03;58;160;1;10;2;7;1;1;7;4;31;28;3;136;4,39;6;0;6;0;41;4285;105;520;12,68;82;94;56;18;20;154;154;0;0;0;0;1;0;0;0;0;4;4;0;1;1;520
0;0;0;0;1;1;1;4;4;0;0;0;0;0;0;0;0;0;0;3;30;0;0;10;3;0;2;1;0;74;56;18;92;1,24;42;0;42;0;66;2246;34;125;1,89;139;229;171;27;31;110;110;0;0;0;0;1;0;0;0;0;0;0;0;1;1;112
3;2;0;0;9;3;0,33;8;8;0;0;14;2;0,14;9;4;0,44;1719;191;41;210;7;10;8;13;4;1;4;4;73;59;14;621;8,51;24;2;13;9;43;65091;1514;1597;37,14;93;358;239;100;19;52;52;0;0;0;0;1;0;0;7,1;7,1;0,5;0,5;0;1;1;1436
0;0;0;0;21;29;1,38;40;31;8;1;86;14;0,16;20;40;2;22868;1143,4;74;1115;102;75;44;60;16;15;48;16;100;89;11;184;1,84;36;4;31;0;100;1320;13;135;1,35;165;188;160;15;13;535;76,43;0,43;3;1;0,14;1,29;0;0;0;0;61;8,71;4;1;1;355
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;2;1;0;2;1;0;9;1;12;4;8;30;2,5;1;0;0;1;59;1292;22;180;3,05;142;19;3;7;9;127;127;0;0;37;37;1;0;0;11,8;11,8;3,8;3,8;37;1;1;153
7;4;1;2;2;1;0,5;4;4;0;0;2;0;0;2;0;0;1862;931;5;729;140;90;45;23;13;4;12;11;100;67;33;44;0,44;3;0;3;0;100;824;8,24;168;1,68;144;128;121;7;0;11;11;0;0;0;0;1;0;0;60,7;60,7;2;2;0;1;1;633
5;1;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;210;8;27;9;11;1;5;5;3;87;52;35;55;0,63;6;0;5;1;64;49809;778;1000;15,63;153;189;121;27;41;91;91;1;1;0;0;3;0;0;0;0;1;1;1;1;1;65
1;1;0;0;2;1;0,5;4;4;0;0;0;0;0;1;0;0;27;27;8;0;0;0;0;0;0;0;1;0;4;2;2;17;4,25;0;0;0;0;39;1361;35;184;4,72;102;54;5;17;32;356;356;0;0;44;44;1;0;0;34,2;34,2;89;89;44;1;1;252
0;0;0;0;1;0;0;7;6;1;0;7;0;0;4;0;0;1373;343,25;10;0;3;1;3;0;3;1;2;1;38;31;7;132;3,47;24;1;23;0;18;345;19;26;1,44;37;59;43;4;12;48;48;0;0;0;0;1;0;0;27,3;27,3;1,3;1,3;0;1;1;11
74;10;21;22;2;11;5,5;4;3;1;0;0;0;0;0;0;0;0;0;7;2217;46;14;0;65;11;0;34;10;100;89;11;154;1,54;13;0;10;2;100;1768;18;162;1,62;202;45;35;3;7;79;79;0;0;0;0;1;0;0;9,2;9,2;3,3;3,3;0;1;1;561
0;0;0;0;2;0;0;10;10;0;0;4;0;0;6;5;0,83;2548;424,67;13;358;7;9;4;27;5;3;20;3;49;39;10;64;1,31;6;0;4;0;100;2113;21;152;1,52;149;286;71;40;175;58;58;2;2;1;1;3;0;0;0;0;7;7;3;1;1;985
0;0;0;0;1;1;1;5;5;0;0;2;0;0;2;3;1,5;529;264,5;10;12;0;0;0;3;0;0;1;0;100;62;38;111;1,11;0;0;0;0;100;1249;12,49;166;1,66;258;303;263;14;26;24;24;4;4;0;0;3;0;0;7,7;7,7;1;1;4;1;1;308
1;1;0;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;6;139;0;2;1;17;0;1;5;2;6;5;1;18;3;0;0;0;0;30;1450;48;167;5,57;39;79;20;45;14;35;35;0;0;0;0;1;0;0;2,8;2,8;6;6;0;1;1;146
0;0;0;0;2;0;0;8;8;0;0;12;0;0;10;-2;-0,2;1259;125,9;23;57;3;5;1;18;2;1;5;3;100;42;58;132;1,32;38;0;38;0;100;535;5,35;141;1,41;271;60;52;6;2;45;22,5;0,5;1;0;0;2;2;1;0;0;9;4,5;1;1;1;146
1;0;0;0;9;2;0,22;11;11;0;0;19;1;0,05;15;6;0,4;6811;454,07;33;1114;217;704;471;72;46;29;59;60;100;76;24;263;2,63;197;12;158;13;100;1998;20;118;1,18;215;604;525;57;22;21;21;0;0;0;0;1;0;0;12,5;12,5;0;0;0;1;1;386
2;2;0;0;1;0;0;1;1;0;0;9;0;0;3;0;0;223;74,33;6;46;1;11;3;4;1;2;30;2;14;11;3;34;2,43;1;0;1;0;97;1001;10,32;284;2,93;209;105;91;13;1;382;382;0;0;29;29;1;5;5;8;8;7;7;29;1;1;169
1;1;0;0;3;3;1;3;3;0;0;0;0;0;1;0;0;66;66;7;301;2;0;3;7;2;1;2;0;100;99;1;88;0,88;0;0;0;0;30;1999;67;115;3,83;58;134;104;25;5;96;96;0;0;2;2;1;0;0;15,8;15,8;3,7;3,7;2;1;1;64
0;0;0;0;3;2;0,67;5;5;0;0;47;36;0,77;1;0;0;133;133;10;493;59;113;390;29;12;8;7;8;100;87;13;78;0,78;0;0;0;0;100;1263;12,63;217;2,17;196;117;92;21;4;1059;117,67;0;0;3;0,33;1;1;0,11;13,2;1,47;186,3;20,7;3;1;1;454
0;0;0;0;1;-1;-1;1;1;0;0;4;0;0;1;0;0;89;89;7;0;0;0;0;0;0;0;0;0;27;16;11;20;0,74;2;0;2;0;69;776;11,25;117;1,7;146;170;88;39;43;46;46;0;0;6;6;1;0;0;4,2;4,2;3,3;3,3;6;1;1;388
0;0;0;0;3;2;0,67;10;10;0;0;8;0;0;6;-3;-0,5;2255;375,83;23;52;21;1;10;3;16;3;2;1;100;95;5;399;3,99;1;0;1;0;100;13447;134;271;2,71;114;449;147;221;81;122;122;0;0;2;2;1;0;0;5,4;5,4;4,3;4,3;2;1;1;410
3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;137;2;16;8;21;2;3;4;9;14;14;0;112;8;4;0;4;0;60;1542;26;147;2,45;93;28;4;22;2;34;34;0;0;0;0;1;0;0;0;0;1;1;0;1;1;116
0;0;0;0;6;3;0,5;2;2;0;0;1;0;0;0;0;0;0;0;16;135;2;7;0;17;2;0;19;4;2;2;0;2;1;0;0;0;0;46;1864;41;128;2,78;60;6;0;3;3;31;31;1;1;0;0;3;0;0;0;0;1;1;1;1;1;158
0;0;0;0;7;3;0,43;17;12;4;1;15;3;0,2;6;41;6,83;111102;18517;25;456;22;93;323;23;18;16;19;24;100;72;28;338;3,38;6;1;5;0;100;42;0;91;0,91;239;12;9;1;2;1870;935;1;2;74;37;2;0;0;7,8;3,9;27,3;13,65;76;1;1;558
2;2;0;0;17;25;1,47;8;5;3;0;19;8;0,42;0;0;0;0;0;29;197;51;0;0;10;10;0;3;0;100;35;65;120;1,2;1;0;0;0;48;767;16;171;3,56;54;17;7;10;0;2330;2330;7;7;485;485;3;0;0;12,5;12,5;36,8;36,8;492;1;1;81
5;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1205;27;38;18;71;11;7;23;22;100;70;30;441;4,41;0;0;0;0;100;1842;18;144;1,44;266;197;159;19;19;48;48;0;0;6;6;1;0;0;0;0;5;5;6;1;1;346
5;3;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;13;0;4;1;2;0;1;1;1;9;6;3;11;1,22;0;0;0;0;11;634;58;87;7,91;28;54;27;17;10;88;88;2;2;1;1;3;0;0;6,4;6,4;7;7;3;1;1;19
38;15;12;3;1;1;1;1;1;0;0;2;0;0;1;0;0;47;47;9;131;3;6;1;16;2;1;9;5;100;70;30;162;1,62;32;1;30;1;81;14250;176;513;6,33;174;287;165;65;57;935;467,5;3;6;9;4,5;2;0;0;4,6;2,3;5,2;2,6;15;1;1;860
0;0;0;0;6;3;0,5;8;8;0;0;7;0;0;4;1;0,25;3114;778,5;21;205;1;2;0;12;1;0;5;2;3;3;0;2;0,67;0;0;0;0;52;396;7,62;72;1,38;124;57;4;8;45;10236;5118;4,5;9;351;175,5;2,5;3;1,5;11,2;5,6;409,7;409,7;360;1;1;15
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;48;6;6;1;7;5;1;8;5;37;26;11;97;2,62;25;0;25;0;45;346;7,69;76;1,69;112;108;85;20;3;45;45;0;0;1;1;1;0;0;2,2;2,2;6,3;6,3;1;1;1;43
2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;204;6;70;55;13;1;2;17;9;39;21;18;81;2,08;7;0;7;0;100;403;4,03;138;1,38;339;50;34;14;2;30;30;0;0;6;6;1;0;0;9,1;9,1;4;4;6;1;1;23
0;0;0;0;1;6;6;10;7;3;0;2;0;0;1;31;31;1618;1618;7;17;1;0;1;5;1;1;3;0;1;1;0;2;2;2;2;0;0;23;1392;61;80;3,48;55;52;32;10;10;246;123;1,5;3;0;0;2;1;0,5;2,4;1,2;3,5;1,75;3;1;1;379
1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;207;0;0;0;2;0;0;0;0;1;1;0;5;5;0;0;0;0;33;1116;34;36;1,09;47;3;2;0;1;31;31;0;0;1;1;1;0;0;29,5;29,5;7;7;1;1;1;60
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;7;7;0;6;2;0;4;5;21;17;4;50;2,38;10;0;10;0;47;495;10,53;50;1,06;180;41;22;13;6;8;8;1;1;1;1;3;0;0;0;0;3;3;2;1;1;109
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;1803;145;454;628;63;25;55;17;56;100;90;10;179;1,79;1;0;1;0;100;331;3,31;84;0,84;284;407;320;71;16;16024;4006;0;0;66;16,5;1;9;2,25;28,2;7,05;26,1;6,52;66;1;1;674
0;0;0;0;6;0;0;12;10;2;0;13;0;0;8;3;0,38;13687;1710,88;16;8;6;0;0;1;5;0;4;0;22;16;6;64;2,91;0;0;0;0;63;513;8,14;112;1,78;171;6;5;0;1;85;85;0;0;1;1;1;0;0;2,3;2,3;14;14;1;1;1;86
79;24;31;22;1;0;0;3;3;0;0;2;1;0,5;3;2;0,67;1057;352,33;11;301;11;8;5;14;9;3;17;7;96;74;22;283;2,95;5;0;5;0;100;250;2,5;107;1,07;265;125;29;89;7;88;44;0,5;1;0;0;2;0;0;0;0;2;1;1;1;1;902
2;1;0;1;9;1;0,11;50;30;17;3;54;4;0,07;30;105;3,5;133040;4434,67;52;97;29;143;80;16;12;7;19;17;100;97;3;424;4,24;37;0;37;0;100;4051;41;453;4,53;318;408;307;75;26;197;65,67;0;0;5;1,67;1;0;0;17,5;5,83;30,5;10,17;5;1;1;2227
5;3;1;0;3;12;4;11;9;2;0;4;2;0,5;2;4;2;1481;740,5;15;2190;241;230;548;105;81;58;49;51;100;76;24;592;5,92;145;1;142;0;100;6180;62;248;2,48;184;505;319;145;41;38;38;3;3;0;0;3;0;0;0;0;2;2;3;1;1;3301
0;0;0;0;1;0;0;1;1;0;0;3;0;0;1;0;0;204;204;4;1;0;0;0;1;0;0;3;0;4;3;1;7;1,75;0;0;0;0;15;1242;83;64;4,27;35;2;1;1;0;29;29;0;0;3;3;1;0;0;3,3;3,3;2;2;3;1;1;226
0;0;0;0;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;2;184;4;6;0;12;4;0;6;3;57;40;17;102;1,79;22;0;22;0;100;992;9,92;181;1,81;217;64;21;12;31;11126;5563;10,5;21;61;30,5;3;0;0;12,7;6,35;2,2;1,1;82;1;1;196
0;0;0;0;5;1;0,2;13;8;3;2;3;0;0;3;25;8,33;90777;30259;13;156;35;65;76;3;2;1;3;2;100;72;28;243;2,43;23;1;20;2;100;427;4,27;127;1,27;214;128;116;7;5;393;131;0;0;13;4,33;1;0;0;3;1;66,5;22,17;13;1,33;1;56
0;0;0;0;1;0;0;3;3;0;0;5;0;0;4;2;0,5;406;101,5;10;53;6;0;0;12;6;0;9;0;100;62;38;123;1,23;17;0;17;0;100;598;5,98;168;1,68;273;55;13;10;32;16;16;0;0;1;1;1;0;0;15,8;15,8;1,5;1,5;1;1;1;57
0;0;0;0;1;2;2;8;8;0;0;4;2;0,5;3;4;1,33;1761;587;11;176;16;11;12;16;13;7;9;7;58;45;13;190;3,28;48;1;46;0;48;219;4,56;48;1;113;32;20;7;5;45;45;0;0;0;0;1;0;0;35,7;35,7;5,5;5,5;0;1;1;32
94;14;52;28;14;0;0;6;6;0;0;3;0;0;1;1;1;104;104;25;3;0;0;0;3;0;0;5;0;18;12;6;62;3,44;3;0;3;0;36;766;21;129;3,58;113;16;3;7;6;12;12;0;0;0;0;1;0;0;0;0;1;1;0;1;1;584
43;26;5;3;1;0;0;11;9;1;1;14;2;0,14;5;1;0,2;15268;3053,6;11;0;0;0;0;0;0;0;8;0;5;5;0;8;1,6;0;0;0;0;100;1069;10,69;156;1,56;165;9;1;2;6;85;85;0;0;4;4;1;0;0;0;0;18;18;4;1;1;158
0;0;0;0;14;13;0,93;17;12;4;1;21;6;0,29;2;20;10;34648;17324;26;1;0;0;0;1;0;0;1;0;13;11;2;23;1,77;3;0;3;0;16;1737;109;125;7,81;61;7;4;3;0;27;27;1;1;4;4;5;0;0;0;0;3;3;5;1;1;132
75;25;32;13;3;7;2,33;2;2;0;0;1;0;0;0;0;0;0;0;13;17;1;1;0;8;1;0;20;1;27;21;6;65;2,41;3;0;3;0;100;4;0;79;0,79;272;10;1;0;9;10;10;1;1;0;0;3;0;0;0;0;1;1;1;1;1;70
3;2;0;0;1;1;1;5;5;0;0;5;0;0;2;2;1;309;154,5;7;6;3;2;0;2;3;0;3;1;55;20;35;59;1,07;3;0;2;0;84;687;8,18;153;1,82;158;150;117;18;15;34;17;0,5;1;0;0;2;0;0;0;0;4;2;1;1;1;65
88;57;5;7;3;18;6;12;9;3;0;6;3;0,5;3;14;4,67;1775;591,67;21;170;1;2;1;8;1;1;7;1;12;10;2;14;1,17;2;0;2;0;59;936;16;122;2,07;123;29;18;8;3;30;30;0;0;0;0;1;0;0;0;0;14;14;0;1;1;174
1;1;0;0;1;1;1;3;3;0;0;1;0;0;0;0;0;0;0;2;291;1;1;14;18;1;2;9;1;44;37;7;180;4,09;8;0;7;1;96;6946;72;401;4,18;203;319;224;65;30;134;44,67;0;0;8;2,67;1;0;0;33,3;11,1;29;9,67;8;1;1;863
0;0;0;0;48;102;2,13;65;43;20;2;123;37;0,3;17;69;4,06;64142;3773,06;96;67;1;8;4;8;1;3;12;5;19;14;5;78;4,11;15;0;15;0;100;14;0;113;1,13;183;6;4;1;1;47;47;0;0;0;0;1;0;0;0;0;4;4;0;1;1;121
8;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;810;76;80;103;27;17;9;21;19;100;85;15;320;3,2;10;0;9;0;100;1357;14;175;1,75;280;48;38;7;3;41;41;0;0;1;1;1;0;0;0;0;10;10;1;1;1;1224
1;0;1;0;8;94;11,75;25;14;11;0;3;2;0,67;1;2;2;1561;1561;25;2;0;1;0;2;0;0;1;1;1;0;1;0;0;0;0;0;0;36;1510;42;96;2,67;81;109;82;19;8;10086;10086;20;20;564;564;5;5;5;21,1;21,1;34,4;34,4;584;1;1;52
35;16;7;7;172;452;2,63;50;30;20;0;118;56;0,47;0;0;0;0;0;121;74;0;0;0;3;0;0;5;0;6;3;3;1133;188,83;4;0;4;0;100;672;6,72;147;1,47;22;1;1;0;0;87;43,5;0;0;16;8;1;0;0;77,3;38,65;30;15;16;1;1;2552
6;3;1;2;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;2;71;4;3;0;6;4;0;6;3;100;74;26;241;2,41;7;0;7;0;100;248;2,48;123;1,23;252;12;8;1;3;4;4;0;0;1;1;1;0;0;0;0;0,5;0,5;1;1;1;140
0;0;0;0;3;12;4;6;5;1;0;3;0;0;0;0;0;0;0;7;1;0;0;1;1;0;1;0;0;6;5;1;5;0,83;0;0;0;0;31;785;25;95;3,06;93;17;15;1;1;37;37;0;0;1;1;1;0;0;5,1;5,1;9;9;1;1;1;119
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;37;6;9;3;6;1;1;5;1;20;6;14;2;0,1;0;0;0;0;16;698;44;28;1,75;52;62;39;10;13;270;270;0;0;1;1;1;0;0;1,1;1,1;3;3;1;1;1;132
0;0;0;0;2;67;33,5;12;5;6;1;0;0;0;0;0;0;0;0;6;293;6;12;1;16;2;1;9;5;100;54;46;197;1,97;10;0;10;0;100;1321;13;103;1,03;224;332;292;17;23;142;47,33;0;0;0;0;1;0;0;4,1;1,37;3;1;0;1;1;90
8;4;3;1;84;434;5,17;63;33;30;0;70;18;0,26;11;8;0,73;5768;524,36;152;43;12;1;13;6;1;3;2;1;100;83;17;287;2,87;0;0;0;0;57;269;4,72;145;2,54;154;149;129;9;11;116;116;0;0;0;0;1;0;0;1,7;1,7;16;16;0;1;1;86
5;3;1;1;6;5;0,83;8;8;0;0;3;0;0;5;4;0,8;2651;530,2;24;111;0;6;8;20;0;4;6;5;29;20;9;46;1,59;0;0;0;0;92;1988;22;203;2,21;147;190;115;59;16;1945;1945;0;0;70;70;1;0;0;22,5;22,5;10,4;10,4;70;1;1;149
59;28;17;10;1;3;3;3;3;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;3;0;5;2;3;17;3,4;0;0;0;0;92;863;9,38;121;1,32;213;0;0;0;0;20;20;1;1;0;0;5;0;0;20;20;6;6;1;1;1;39
0;0;0;0;3;13;4,33;3;1;2;0;0;0;0;0;0;0;0;0;7;468;6;5;2;14;6;2;15;4;18;13;5;28;1,56;5;1;4;0;100;525;5,25;133;1,33;201;58;37;5;16;40;40;0;0;4;4;1;0;0;7;7;7;7;4;1;1;121
5;2;1;0;1;0;0;8;8;0;0;9;0;0;16;10;0,63;6193;387,06;25;132;1;19;1;6;1;1;5;2;43;24;19;26;0,6;6;1;2;0;100;1952;20;241;2,41;220;87;77;4;6;381;381;1;1;6;6;3;0;0;0;0;8,7;8,7;7;1;1;387
1;1;0;0;2;3;1,5;14;13;1;0;5;0;0;4;5;1,25;7177;1794,25;12;16;1;1;0;2;1;0;1;1;58;45;13;110;1,9;11;0;11;0;17;3625;213;304;17,88;54;116;7;48;61;350;350;1;1;3;3;3;0;0;2,5;2,5;2,2;2,2;4;1;1;124
0;0;0;0;3;2;0,67;6;5;1;0;7;0;0;2;0;0;72;36;14;169;27;15;3;25;12;2;13;6;100;93;7;256;2,56;8;0;8;0;83;1270;15;151;1,82;204;132;96;25;11;81;40,5;0;0;1;0,5;1;0;0;5,2;2,6;9;4,5;1;1;1;289
2;1;0;1;3;0;0;4;4;0;0;2;0;0;1;0;0;56;56;11;419;2;15;0;11;2;0;11;4;77;73;4;233;3,03;0;0;0;0;100;2265;23;143;1,43;285;547;42;363;142;179;179;0;0;4;4;1;0;0;0;0;12;12;4;1;1;169
0;0;0;0;7;3;0,43;9;7;1;1;9;2;0,22;2;9;4,5;10456;5228;14;478;230;0;0;35;4;0;19;0;100;0;100;43;0,43;0;0;0;0;100;8184;82;391;3,91;232;88;0;15;73;123;61,5;0;0;14;7;1;0;0;18,2;9,1;20;10;14;1;1;1278
5;1;3;1;1;16;16;3;3;0;0;0;0;0;0;0;0;0;0;4;7;0;0;0;1;0;0;0;0;11;8;3;13;1,18;1;0;1;0;23;998;43;104;4,52;47;116;91;12;13;11;11;0;0;0;0;1;0;0;0;0;4;4;0;1;1;25
7;5;1;1;1;-2;-2;19;13;4;2;35;1;0,03;19;5;0,26;62880;3309,47;7;2;4;0;0;2;4;0;1;0;76;48;28;83;1,09;6;0;6;0;100;3809;38;271;2,71;316;10;0;3;7;64;64;0;0;6;6;1;0;0;9,9;9,9;18;18;6;1;1;357
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;164;0;1;0;8;0;0;2;1;100;56;44;85;0,85;43;0;43;0;100;4538;45;264;2,64;166;328;261;41;26;17;17;2;2;0;0;3;0;0;15;15;1;1;2;1;1;703
0;0;0;0;6;1;0,17;4;4;0;0;5;0;0;2;0;0;68;34;15;115;1;0;0;9;1;0;10;0;51;48;3;48;0,94;0;0;0;0;27;601;22;60;2,22;93;28;14;5;9;21;21;0;0;0;0;1;0;0;12,5;12,5;2;2;0;1;1;34
4;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;2;9;5;2;1;4;3;1;33;2;40;34;6;71;1,78;6;0;3;0;100;2606;26;148;1,48;363;106;103;2;1;3;3;0;0;0;0;1;0;0;0;0;1;1;0;1;1;396
0;0;0;0;60;123;2,05;62;43;18;1;142;34;0,24;21;26;1,24;50347;2397,48;96;262;0;53;7;7;0;2;2;3;53;16;37;68;1,28;43;0;43;0;74;3202;43;143;1,93;157;196;131;42;23;3233;3233;1;1;116;116;3;1;1;30,6;30,6;169,3;169,3;117;1;1;255
8;5;1;1;2;4;2;2;2;0;0;0;0;0;0;0;0;0;0;6;424;6;179;111;30;3;14;6;23;100;89;11;114;1,14;5;0;5;0;100;1644;16;354;3,54;207;524;363;129;32;37;12,33;0;0;0;0;1;0;0;0;0;6,5;2,17;0;1;1;274
2;1;0;0;1;9;9;3;2;1;0;0;0;0;0;0;0;0;0;1;8;0;0;0;1;0;0;10;0;4;3;1;9;2,25;0;0;0;0;92;1893;21;149;1,62;266;1;1;0;0;17929;17929;33;33;98;98;4;13;13;6,7;6,7;5,6;5,6;131;1;1;140
49;15;16;17;372;652;1,75;96;61;33;2;460;80;0,17;128;242;1,89;57575;449,8;323;43;1;0;0;2;1;0;8;0;6;5;1;13;2,17;0;0;0;0;100;19;0;86;0,86;347;1;0;1;0;4702;4702;58;58;21;21;3;4;4;14,1;14,1;30,3;30,3;79;1;1;408
5;2;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;36;36;3;4;0;1;1;3;0;1;3;1;45;27;18;83;1,84;9;0;9;0;100;1485;15;152;1,52;195;123;94;26;3;131;65,5;0,5;1;0;0;2;0;0;0;0;2;1;1;1;1;285
1;1;0;0;1;0;0;2;2;0;0;0;0;0;1;0;0;499;499;5;62;12;10;1;14;8;1;10;7;100;73;27;205;2,05;46;0;46;0;100;397;3,97;148;1,48;261;240;135;31;74;98;49;0;0;0;0;1;0;0;13,9;6,95;1,7;0,85;0;1;1;99
0;0;0;0;4;-2;-0,5;1;1;0;0;0;0;0;0;0;0;0;0;13;65;2;0;0;3;2;0;13;0;18;6;12;16;0,89;0;0;0;0;40;295;7,38;37;0,93;70;0;0;0;0;64;64;0;0;4;4;1;0;0;4,5;4,5;10;10;4;1;1;41
1;1;0;0;4;2;0,5;7;7;0;0;1;0;0;2;1;0,5;73;36,5;8;2;0;0;0;1;0;0;1;0;57;44;13;150;2,63;76;6;61;0;58;1854;32;120;2,07;143;30;21;0;9;214;71,33;0;0;10;3,33;1;0;0;34,8;11,6;24;8;10;1;1;87
0;0;0;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;2;510;101;12;8;21;32;5;12;9;100;82;18;346;3,46;11;0;10;0;91;4821;53;311;3,42;175;99;69;28;2;29082;14541;10;20;201;100,5;2;11;5,5;12,6;6,3;16,8;8,4;221;1;1;1569
0;0;0;0;1;0;0;6;6;0;0;15;1;0,07;5;2;0,4;673;134,6;11;1072;31;20;25;25;8;6;12;8;69;50;19;137;1,99;33;6;24;0;69;1308;19;114;1,65;140;53;43;8;2;93;46,5;0;0;14;7;1;0;0;0;0;24;12;14;1,5;1;44
0;0;0;0;3;1;0,33;7;7;0;0;9;0;0;7;2;0,29;2909;415,57;23;5;14;1;0;3;13;0;10;1;74;61;13;169;2,28;11;0;11;0;58;935;16;84;1,45;109;6;1;1;4;106;53;0;0;4;2;1;0;0;29,3;14,65;17;8,5;4;1;1;145
16;8;5;1;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;6;5;1;7;1,17;0;0;0;0;52;191;3,67;72;1,38;69;29;18;5;6;98;98;0;0;3;3;1;0;0;0;0;6,5;6,5;3;1;1;36
4;2;1;1;1;0;0;4;4;0;0;9;2;0,22;2;3;1,5;145;72,5;10;0;0;0;0;0;0;0;0;0;3;3;0;11;3,67;0;0;0;0;14;154;11;29;2,07;18;6;5;0;1;298;298;0;0;14;14;1;0;0;41,6;41,6;7,4;7,4;14;1;1;7
89;30;24;27;3;1;0,33;17;13;4;0;14;0;0;9;11;1,22;25267;2807,44;18;0;1;0;0;0;1;0;2;0;1;1;0;1;1;0;0;0;0;17;1604;94;114;6,71;26;3;3;0;0;60;60;0;0;0;0;1;0;0;10,4;10,4;11;11;0;1;1;152
1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;467;0;185;153;9;0;7;10;9;6;2;4;9;1,5;0;0;0;0;96;173;1,8;158;1,65;205;331;278;43;10;54783;27391,5;70;140;789;394,5;4;65;32,5;51,3;25,65;69,6;34,8;929;1;1;12
88;58;20;7;5;11;2,2;30;21;8;1;22;3;0,14;19;60;3,16;46960;2471,58;41;167;8;35;69;16;4;10;3;5;100;94;6;714;7,14;22;0;22;0;100;3241;32;244;2,44;246;529;461;52;16;162;81;0;0;8;4;1;0;0;12,4;6,2;17;8,5;8;1;1;1276
25;7;5;0;3;3;1;5;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;21;543;26;59;2,81;30;17;14;1;2;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;21
