qtdActivityPostAnswer;QtdfActivityBadgeEarned;QtdActivityCommentPosted;qtsActivityQUestionPosted;qtdANswe;qtdTotalScoreAnswer;avgScoreANsw;qtdTotalBadges;QtdTotalBadgesBronze;qtdTotalBadgesSilver;qtdTotalBadgesGo;qtdComment;qtdTotalScoreCommen;AvgScoreCommen;qtdQuestion;QtdTotalScoreQuesdti;avgScoreQuesti;QtdTotalViewsQuestion;avgQTdViewsQUesti;userScore;qtdCommitContributions;qtdIssueContributions;qtdPullRequestContributions;qtdPullRequestReviewContributions;qtdRepositoriesWithContributedCommits;qtdRepositoriesWithContributedIssues;qtdRepositoriesWithContributedPullRequestReviews;qtdRepositoryContributions;qtdRepositoriesWithContributedPullRequests;qtdissue;qtdIssueClosed;qtdIssueOpen;QTdtoalComentsIssue;avgIssueComment;QtdIssueReaction;qtdIssueReactionHeatr;issueReactionthumbsUP;qtsIssueReactionHooray;qtdRepository;qtdTotalStars;avgQtdSTartRepository;QtdtotalWatchers;avgQtdWatchersRepository;qtdRepositoryLanguages;qtdPullRequests;qtdPullRequestsmergedAndClosed;qtdpullrequestsclosedandnotmerged;qtdpullrequestnotmergedandopen;sum(ncloc);avg(ncloc);avg(qtdBugs);sum(qtdBugs);sum(qtdCodeSmells);avg(qtdCodeSmells);avg(reliabilityRating);sum(qtdDuplicatedFiles);avg(qtdDuplicatedFiles);sum(commentLinesDensity);avg(commentLinesDensity);sum(fileComplexity);avg(fileComplexity);sum(qtdViolation);avg(manutenibilityRating);avg(securityRating);qtdFollowers
0;0;0;0;1;9;9;4;3;1;0;0;0;0;0;0;0;0;0;2;139;4;19;0;14;4;0;8;9;94;82;12;287;3,05;31;0;31;0;92;50449;548;1075;11,68;229;186;146;26;14;33163;16581,5;7;14;286;143;2;16;8;12,5;6,25;16,4;8,2;300;1;1;138
36;11;13;1;7;76;10,86;28;17;11;0;11;4;0,36;4;15;3,75;14847;3711,75;27;53;11;10;0;6;6;0;3;1;35;25;10;69;1,97;2;0;2;0;23;882;38;76;3,3;44;113;12;101;0;11;11;0;0;0;0;1;0;0;42,1;42,1;1;1;0;1;1;90
0;0;0;0;37;100;2,7;25;15;10;0;64;9;0,14;0;0;0;0;0;62;16;4;2;0;4;4;0;4;2;14;10;4;33;2,36;3;0;3;0;20;834;42;53;2,65;52;2;0;2;0;58;58;0;0;8;8;1;0;0;0;0;3,5;3,5;8;1;1;15
0;0;0;0;2;4;2;1;1;0;0;0;0;0;0;0;0;0;0;4;68;0;51;27;3;0;1;2;2;100;56;44;36;0,36;0;0;0;0;46;45;1;51;1,11;67;19;13;2;4;22;22;0;0;0;0;1;0;0;31,3;31,3;6;6;0;1;1;17
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;1;0;1;0;16;14;2;93;5,81;0;0;0;0;44;127;2,89;40;0,91;96;19;9;9;1;441;110,25;0;0;2;0,5;1;0;0;6,8;1,7;45,3;11,33;2;1;1;23
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;154;9;0;7;106;0;45;6;100;91;9;366;3,66;11;0;10;0;100;291;2,91;33;0,33;259;29;9;8;12;186444;186444;3963;3963;4039;4039;5;206;206;7,1;7,1;4,8;4,8;8002;1;1;18
0;0;0;0;1;0;0;2;2;0;0;3;0;0;2;-2;-1;363;181,5;3;1;0;4;0;1;0;0;4;2;57;57;0;90;1,58;2;0;2;0;26;79;3,04;28;1,08;80;26;21;4;1;7;7;0;0;0;0;1;0;0;0;0;2;2;0;1;1;167
59;9;18;27;1;0;0;3;3;0;0;1;0;0;1;0;0;1466;1466;5;1;0;0;0;1;0;0;4;0;29;21;8;66;2,28;0;0;0;0;100;85;1;74;0,74;283;38;31;4;3;64;32;1;2;1;0,5;2;0;0;10;5;11;5,5;3;1;1;92
1;1;0;0;1;1;1;8;6;1;1;0;0;0;3;3;1;11262;3754;4;3;0;1;0;1;0;0;0;1;3;1;2;1;0,33;0;0;0;0;23;72;3,13;34;1,48;33;16;14;2;0;76;38;0;0;0;0;1;0;0;61,7;30,85;6;3;0;1;1;20
0;0;0;0;2;0;0;5;5;0;0;0;0;0;2;1;0,5;495;247,5;19;0;0;0;0;0;0;0;0;0;16;11;5;36;2,25;0;0;0;0;72;145;2,01;95;1,32;106;9;5;2;2;141;141;1;1;3;3;3;0;0;25,8;25,8;8,3;8,3;5;1;4;67
0;0;0;0;1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;5;14;1;3;1;4;1;1;4;1;26;9;17;39;1,5;1;0;1;0;50;7016;140;395;7,9;79;96;46;9;41;74;74;1;1;0;0;3;0;0;0;0;1;1;1;1;1;1428
4;2;0;0;63;317;5,03;100;55;37;8;84;23;0,27;73;670;9,18;474138;6495,04;162;309;13;4;1;4;3;1;3;2;50;17;33;35;0,7;12;0;11;1;63;493;7,83;48;0,76;146;112;82;9;21;21;21;0;0;1;1;1;0;0;0;0;1;1;1;1;1;331
0;0;0;0;1;0;0;6;6;0;0;0;0;0;1;2;2;854;854;5;100;3;22;35;6;2;3;2;4;100;69;31;104;1,04;5;0;5;0;100;35300;353;1760;17,6;223;996;722;230;44;9453;9453;71;71;58;58;3;49;49;1,3;1,3;1;1;129;1;1;6038
75;20;39;14;6;12;2;20;16;4;0;13;1;0,08;7;18;2,57;20896;2985,14;24;36;1;1;0;1;1;0;4;1;6;6;0;23;3,83;3;0;3;0;21;377;18;23;1,1;44;3;1;2;0;65;65;0;0;7;7;1;0;0;17,7;17,7;8,5;8,5;7;1;1;15
3;2;0;1;390;347;0,89;33;23;9;1;1049;399;0,38;2;1;0,5;89;44,5;133;4;8;1;2;3;7;2;4;1;100;77;23;315;3,15;12;0;12;0;100;1403;14;72;0,72;235;56;39;8;9;4486;4486;8;8;85;85;3;2;2;17,5;17,5;61,6;61,6;93;1;1;936
0;0;0;0;4;3;0,75;21;14;5;2;13;2;0,15;18;26;1,44;40543;2252,39;34;870;62;25;92;55;19;18;7;16;100;99;1;307;3,07;0;0;0;0;100;7638;76;210;2,1;289;777;514;222;41;311;155,5;0;0;9;4,5;1;0;0;24,6;12,3;16,5;8,25;9;1;1;1083
5;4;0;1;1;0;0;3;3;0;0;0;0;0;1;0;0;134;134;5;16;0;0;0;5;0;0;6;0;3;3;0;8;2,67;0;0;0;0;40;553;14;93;2,33;55;18;10;0;8;73;73;0;0;1;1;1;0;0;0;0;7;7;1;1;1;63
1;1;0;0;13;29;2,23;14;10;4;0;15;2;0,13;15;4;0,27;1618;107,87;37;48;2;8;9;4;1;4;6;3;21;19;2;48;2,29;0;0;0;0;100;580;5,8;148;1,48;158;78;67;10;1;27;27;0;0;0;0;1;0;0;3,6;3,6;1;1;0;1;1;224
2;1;0;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6;0;6;1;0,17;0;0;0;0;100;2;0;111;1,11;290;14;14;0;0;265;53;0;0;2;0,4;1;0;0;19,4;3,88;32;6,4;2;1;1;25
4;3;0;1;77;101;1,31;40;23;16;1;150;44;0,29;2;4;2;2949;1474,5;136;11;0;2;1;2;0;1;0;2;68;60;8;252;3,71;37;0;36;0;80;5687;71;410;5,13;152;384;211;135;38;173;173;0;0;3;3;1;0;0;45,6;45,6;2,2;2,2;3;1;1;387
0;0;0;0;1;1;1;3;3;0;0;1;0;0;0;0;0;0;0;2;140;2;18;1;13;1;1;11;11;14;13;1;6;0,43;0;0;0;0;58;2133;37;207;3,57;109;39;35;3;1;148;148;0;0;0;0;1;0;0;11,9;11,9;6,6;6,6;0;1;1;850
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;33;0;1;0;3;0;0;0;1;81;68;13;387;4,78;7;0;6;0;100;12961;130;317;3,17;192;217;118;75;24;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;125
27;14;5;7;1;1;1;5;5;0;0;0;0;0;1;0;0;32;32;3;19;0;0;0;4;0;0;3;0;7;7;0;19;2,71;1;0;1;0;45;365;8,11;77;1,71;132;4;3;1;0;196;196;0;0;3;3;1;0;0;6,7;6,7;32;32;3;1;1;74
30;9;14;7;7;5;0,71;19;15;3;1;21;2;0,1;27;2;0,07;34163;1265,3;41;0;4;0;0;0;4;0;5;0;15;8;7;27;1,8;1;0;1;0;48;263;5,48;71;1,48;88;12;3;8;1;88;88;0;0;5;5;1;0;0;0;0;16;16;5;1;1;3
42;17;9;9;10;7;0,7;15;9;4;2;3;0;0;4;12;3;42190;10547,5;18;8;3;9;3;2;3;2;2;4;74;57;17;308;4,16;11;0;7;4;93;3039;33;194;2,09;161;146;72;38;36;26;26;0;0;0;0;1;0;0;0;0;0;0;0;1;1;132
0;0;0;0;9;8;0,89;33;25;8;0;41;8;0,2;22;41;1,86;35307;1604,86;44;10;7;3;1;4;6;1;3;3;100;82;18;343;3,43;16;0;15;0;100;207;2,07;57;0,57;257;25;8;9;8;44;22;0;0;1;0,5;1;0;0;17,4;8,7;4;2;1;1;1;27
0;0;0;0;1;12;12;4;3;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;7;3;4;11;1,57;0;0;0;0;18;124;6,89;33;1,83;18;5;4;1;0;63;63;0;0;0;0;1;0;0;10;10;6;6;0;1;1;8
21;7;3;4;4;8;2;1;1;0;0;0;0;0;0;0;0;0;0;6;1;0;1;0;1;0;0;4;1;100;69;31;61;0,61;7;0;7;0;100;127;1,27;119;1,19;236;22;15;6;1;45;45;2;2;0;0;3;0;0;0;0;2;2;2;1;1;46
4;1;1;2;1;4;4;1;1;0;0;0;0;0;0;0;0;0;0;3;331;37;7;0;7;1;0;3;3;42;28;14;35;0,83;0;0;0;0;29;56;1,93;35;1,21;80;14;5;1;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;6
0;0;0;0;1;9;9;1;1;0;0;1;1;1;0;0;0;0;0;1;15;2;0;0;2;1;0;1;0;31;3;28;9;0,29;0;0;0;0;33;70;2,12;71;2,15;68;63;55;1;7;7819;7819;35;35;796;796;5;0;0;4,1;4,1;276,5;276,5;831;1;1;506
2;1;0;0;8;14;1,75;7;6;1;0;1;0;0;0;0;0;0;0;8;1;1;2;0;1;1;0;8;2;11;6;5;23;2,09;3;0;2;0;100;990;9,9;118;1,18;206;37;19;6;12;135;135;4;4;0;0;3;2;2;0;0;1;1;4;1;1;436
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;356;17;148;225;41;10;20;6;21;100;39;61;20;0,2;0;0;0;0;100;390;3,9;183;1,83;267;1040;931;107;2;70;35;0;0;0;0;1;0;0;0;0;0,6;0,3;0;1;1;67
0;0;0;0;2;1;0,5;13;11;2;0;17;2;0,12;6;6;1;13678;2279,67;17;101;0;0;0;4;0;0;2;0;2;1;1;2;1;0;0;0;0;7;1365;195;27;3,86;12;5;3;2;0;8;8;0;0;0;0;1;0;0;0;0;0,5;0,5;0;1;1;11
0;0;0;0;1;13;13;4;4;0;0;1;1;1;0;0;0;0;0;1;200;73;73;249;32;18;30;14;25;100;95;5;549;5,49;0;0;0;0;82;20552;251;1599;19,5;154;1356;915;394;47;77;38,5;0;0;0;0;1;0;0;6,6;3,3;11;5,5;0;1;1;3822
8;4;2;1;3;2;0,67;9;9;0;0;11;0;0;6;3;0,5;1258;209,67;17;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;30;3883;129;255;8,5;71;29;9;10;10;3370;3370;1;1;103;103;5;0;0;35,8;35,8;20,1;20,1;104;1;1;460
1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;406;15;15;3;16;11;1;10;13;100;67;33;515;5,15;23;0;23;0;100;580;5,8;165;1,65;259;126;85;33;8;58;58;6;6;1;1;3;0;0;4,9;4,9;1,8;1,8;7;1;1;1048
3;2;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;3;122;12;59;13;15;8;3;13;15;36;25;11;119;3,31;37;3;33;1;85;2762;32;179;2,11;251;221;175;23;23;97;97;2;2;0;0;3;0;0;0;0;1;1;2;1;1;231
0;0;0;0;2;0;0;3;3;0;0;0;0;0;1;0;0;501;501;5;2;1;0;0;2;1;0;2;0;75;10;65;63;0,84;7;0;7;0;68;731;10,75;128;1,88;113;12;0;2;10;15;15;0;0;5;5;1;0;0;11,8;11,8;3;3;5;2;1;449
0;0;0;0;2;0;0;3;3;0;0;0;0;0;1;0;0;2002;2002;6;8;0;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0;0;44;1239;28;107;2,43;70;20;6;7;7;3;3;0;0;0;0;1;0;0;0;0;1;1;0;1;1;108
0;0;0;0;32;34;1,06;9;5;4;0;16;5;0,31;0;0;0;0;0;23;779;32;26;0;134;13;0;92;21;100;100;0;165;1,65;0;0;0;0;100;1909;19;190;1,9;238;104;88;14;2;86;21,5;0,5;2;3;0,75;1,5;0;0;51,5;12,88;4,8;1,2;5;1;1;1590
0;0;0;0;19;38;2;32;18;13;1;33;4;0,12;14;62;4,43;78646;5617,57;48;448;32;39;27;45;18;6;27;26;100;85;15;205;2,05;0;0;0;0;100;1148;11,48;121;1,21;238;155;122;11;22;20;20;1;1;0;0;3;0;0;0;0;0,5;0,5;1;1;1;898
0;0;0;0;1;0;0;7;7;0;0;7;0;0;6;4;0,67;411;68,5;15;0;0;2;0;0;0;0;1;2;19;15;4;77;4,05;12;0;12;0;49;3325;68;168;3,43;93;78;39;17;22;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;1;73
3;2;0;0;3;-1;-0,33;1;1;0;0;0;0;0;0;0;0;0;0;2;332;9;57;15;42;6;6;51;28;33;25;8;69;2,09;3;0;3;0;100;18305;183;1727;17,27;268;265;206;47;12;126;126;0;0;0;0;1;0;0;5,3;5,3;3;3;0;1;1;2284
1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;164;17;7;0;15;10;0;15;5;52;46;6;208;4;1;0;1;0;49;2680;55;496;10,12;145;76;33;25;18;10;10;2;2;0;0;3;0;0;0;0;1;1;2;1;1;908
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;446;0;0;4;13;0;2;4;0;100;90;10;258;2,58;9;1;8;0;33;873;26;96;2,91;45;238;176;61;1;16;16;0;0;0;0;1;0;0;0;0;0;0;0;1;1;55
0;0;0;0;1;1;1;41;21;16;4;43;1;0,02;23;98;4,26;417505;18152,39;16;8;1;3;0;4;1;0;5;3;39;25;14;85;2,18;96;14;72;0;100;5702;57;441;4,41;244;32;13;12;7;5;5;0;0;0;0;1;0;0;0;0;2;2;0;1;1;653
1;0;0;0;15;16;1,07;36;27;9;0;66;11;0,17;33;37;1,12;22788;690,55;68;214;1;2;0;9;1;0;7;2;45;26;19;80;1,78;2;1;1;0;100;113;1,13;85;0,85;166;15;13;1;1;7;7;0;0;0;0;1;0;0;0;0;0;0;0;1;1;71
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;0;8;14;8;0;5;1;4;100;92;8;75;0,75;0;0;0;0;100;14094;141;602;6,02;201;235;212;15;8;49;49;2;2;0;0;3;0;0;2;2;0,5;0,5;2;1;1;681
0;0;0;0;12;8;0,67;20;16;4;0;23;1;0,04;19;15;0,79;24491;1289;27;18;2;0;0;6;2;0;5;0;100;74;26;274;2,74;27;0;27;0;100;936;9,36;92;0,92;178;7;4;1;2;27;13,5;0;0;0;0;1;0;0;0;0;2;1;0;1;1;622
2;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;171;15;1;31;5;2;2;8;1;100;67;33;169;1,69;0;0;0;0;100;4248;42;474;4,74;177;119;51;39;29;115;115;0;0;13;13;1;0;0;4,2;4,2;16;16;13;1;1;2539
0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;3;4;0;0;2;2;0;6;0;92;51;41;88;0,96;15;0;15;0;100;5;0;91;0,91;290;0;0;0;0;12393;12393;9;9;181;181;5;6;6;23;23;14,3;14,3;190;1;1;111
2;1;0;0;1;6;6;3;2;1;0;0;0;0;0;0;0;0;0;1;361;14;3;0;9;7;0;10;2;100;82;18;458;4,58;4;0;4;0;30;2017;67;126;4,2;61;6;4;2;0;10;10;0;0;0;0;1;0;0;0;0;1;1;0;1;1;228
0;0;0;0;1;1;1;2;2;0;0;6;0;0;2;0;0;414;207;10;1244;113;64;75;53;57;21;29;35;100;62;38;254;2,54;25;2;22;1;100;701;7,01;76;0,76;226;123;109;10;4;9;9;2;2;1;1;3;0;0;0;0;1;1;3;1;1;228
0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;34;0;2;4;9;0;3;3;2;9;6;3;5;0,56;9;2;5;2;100;7269;73;438;4,38;215;119;62;20;37;45250;15083,33;12;36;716;238,67;2;11;3,67;4,4;1,47;361,1;120,37;752;1;1;500
2;0;1;1;8;28;3,5;9;5;4;0;0;0;0;0;0;0;0;0;24;1771;100;180;36;17;10;4;12;11;100;60;40;163;1,63;1;0;1;0;93;878;9,44;184;1,98;222;249;189;46;14;36;36;0;0;1;1;1;0;0;12,2;12,2;11;11;1;1;1;50
0;0;0;0;2;1;0,5;1;1;0;0;0;0;0;0;0;0;0;0;8;2;1;0;2;1;1;1;5;0;76;76;0;262;3,45;5;0;5;0;25;372;15;47;1,88;78;14;3;3;8;80;40;0;0;0;0;1;0;0;0;0;9,5;4,75;0;1;1;37
0;0;0;0;1;1;1;4;4;0;0;9;0;0;3;0;0;686;228,67;9;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;8;8288;1036;370;46,25;15;56;23;12;21;1196;1196;6;6;7;7;3;3;3;4,6;4,6;3,5;3,5;13;1;1;481
0;0;0;0;4;-1;-0,25;8;8;0;0;7;0;0;3;4;1,33;985;328,33;17;1603;16;44;116;53;10;9;10;14;100;85;15;192;1,92;10;1;9;0;100;232;2,32;196;1,96;228;743;505;158;80;71;35,5;0;0;1;0,5;1;0;0;14,2;7,1;5,5;2,75;1;1;1;172
0;0;0;0;1;0;0;13;10;2;1;38;1;0,03;17;9;0,53;27810;1635,88;17;1191;15;32;52;32;11;8;20;15;100;85;15;295;2,95;5;0;5;0;78;3939;51;278;3,56;171;296;231;63;2;56;56;0;0;1;1;1;0;0;12,5;12,5;12;12;1;1;1;959
0;0;0;0;1;14;14;4;4;0;0;0;0;0;0;0;0;0;0;1;2;4;2;0;1;4;0;2;1;100;85;15;135;1,35;0;0;0;0;54;1411;26;219;4,06;135;12;5;2;5;2017;2017;10;10;124;124;4;1;1;17;17;7;7;134;1;1;336
4;3;0;1;3;0;0;4;4;0;0;5;0;0;5;2;0,4;996;199,2;12;37;0;1;0;3;0;0;0;1;24;22;2;61;2,54;12;0;12;0;21;2711;129;91;4,33;39;182;82;82;18;167;167;0;0;0;0;1;0;0;11,2;11,2;7,4;7,4;0;1;1;55
3;3;0;0;3;2;0,67;4;4;0;0;2;0;0;1;0;0;368;368;10;409;2;5;1;7;2;1;9;3;100;56;44;206;2,06;69;0;68;0;100;117;1,17;95;0,95;253;16;6;4;6;3573;1191;16,33;49;68;22,67;3;2;0,67;15,2;5,07;50,4;16,8;117;1;1;848
9;1;4;3;1;0;0;2;2;0;0;1;0;0;0;0;0;0;0;3;60;0;3;0;5;0;0;4;3;42;37;5;92;2,19;1;0;1;0;42;769;18;110;2,62;86;82;64;16;2;28;28;0;0;0;0;1;0;0;12,5;12,5;3;3;0;1;1;51
0;0;0;0;1;2;2;4;4;0;0;1;0;0;1;3;3;650;650;3;0;0;0;0;0;0;0;6;0;10;6;4;13;1,3;0;0;0;0;96;948;9,88;205;2,14;182;22;15;1;6;40;40;0;0;1;1;1;0;0;0;0;1,1;1,1;1;1;1;1335
0;0;0;0;1;1;1;2;2;0;0;0;0;0;1;1;1;408;408;3;4;0;0;0;1;0;0;0;0;100;95;5;294;2,94;2;0;2;0;49;54112;1104;1229;25,08;122;261;154;102;5;24603;24603;1252;1252;388;388;4;59;59;5,5;5,5;12,3;12,3;1640;1;1;395
13;7;4;2;6;8;1,33;3;3;0;0;1;0;0;0;0;0;0;0;4;40;1;0;0;4;1;0;3;0;55;37;18;372;6,76;424;55;320;25;58;1864;32;169;2,91;111;16;8;2;6;11;11;0;0;0;0;1;0;0;0;0;1;1;0;1;1;330
0;0;0;0;1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;2;14;7;1;0;4;2;0;1;1;100;67;33;113;1,13;2;0;2;0;83;4934;59;1177;14,18;262;608;419;171;18;269;134,5;1,5;3;1;0,5;3;0;0;0,4;0,2;1,5;0,75;4;1;1;218
2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;49;3;6;0;4;2;0;2;5;32;31;1;65;2,03;0;0;0;0;61;944;15;95;1,56;133;325;173;150;2;36;36;0;0;0;0;1;0;0;14,3;14,3;1;1;0;1;1;68
0;0;0;0;7;9;1,29;8;8;0;0;14;7;0,5;7;2;0,29;2273;324,71;19;0;0;0;0;0;0;0;1;0;9;8;1;25;2,78;0;0;0;0;11;577;52;44;4;21;22;8;6;8;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;148
4;3;0;1;2;0;0;12;9;2;1;5;0;0;9;-1;-0,11;15774;1752,67;35;120;1;3;1;7;1;1;4;3;15;12;3;51;3,4;2;0;2;0;49;2170;44;112;2,29;121;92;57;12;23;61;61;1;1;0;0;4;0;0;3,2;3,2;14;14;1;1;1;123
0;0;0;0;5;4;0,8;16;14;2;0;40;2;0,05;60;34;0,57;3555;59,25;28;303;25;9;2;8;13;2;2;4;100;60;40;156;1,56;16;0;15;0;56;1869;33;166;2,96;147;132;87;25;20;187;187;0;0;2;2;1;0;0;8,8;8,8;13;13;2;1;1;107
0;0;0;0;1;0;0;6;6;0;0;3;1;0,33;6;5;0,83;1759;293,17;22;220;49;35;9;11;15;5;13;8;81;61;20;216;2,67;22;0;20;0;79;637;8,06;43;0,54;213;41;23;6;12;158;158;0;0;8;8;1;0;0;0;0;13;13;8;1;1;73
6;4;0;0;19;32;1,68;36;21;13;2;12;6;0,5;10;79;7,9;52597;5259,7;54;276;5;29;0;20;4;0;9;13;36;27;9;147;4,08;1;1;0;0;67;267;3,99;100;1,49;237;99;83;15;1;39;39;0;0;0;0;1;0;0;7,1;7,1;5;5;0;1;1;60
1;1;0;0;1;1;1;4;4;0;0;1;0;0;1;2;2;407;407;3;1;1;0;0;1;1;0;6;0;21;13;8;26;1,24;2;0;2;0;49;24;0;52;1,06;155;5;1;3;1;3;3;3;3;0;0;3;0;0;0;0;1;1;3;1;1;14
7;5;0;2;1;0;0;6;6;0;0;10;0;0;3;-2;-0,67;1902;634;11;39;0;4;4;6;0;2;5;1;83;60;23;12;0,14;0;0;0;0;26;39;1,5;34;1,31;55;98;58;4;36;36;36;0;0;2;2;1;0;0;5,3;5,3;4;4;2;1;1;34
0;0;0;0;1;0;0;6;6;0;0;3;0;0;6;2;0,33;312;52;19;1;0;0;1;1;0;1;0;0;2;2;0;9;4,5;0;0;0;0;27;69;2,56;13;0,48;26;1;1;0;0;132;132;0;0;3;3;1;0;0;10,8;10,8;30;30;3;1;1;40
0;0;0;0;63;76;1,21;29;18;10;1;54;5;0,09;8;13;1,63;2463;307,88;72;557;2;468;416;16;2;12;6;13;73;40;33;53;0,73;10;0;6;0;84;69;1;152;1,81;250;178;106;14;58;25866;12933;40,5;81;368;184;3;11;5,5;26,1;13,05;114,8;57,4;450;1;3;54
4;3;0;0;1;2;2;26;15;9;2;3;0;0;12;55;4,58;109665;9138,75;12;404;10;11;6;33;6;6;11;7;100;100;0;57;0,57;0;0;0;0;100;281;2,81;115;1,15;187;29;23;2;4;261;65,25;0,5;2;11;2,75;1,5;0;0;79,4;19,85;42;10,5;13;1;1;280
1;1;0;0;1;2;2;1;1;0;0;2;0;0;0;0;0;0;0;1;7;1;0;0;3;1;0;3;0;100;96;4;84;0,84;22;1;18;1;62;1010;16;162;2,61;152;34;25;4;5;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;79
0;0;0;0;26;59;2,27;30;21;9;0;62;7;0,11;5;-2;-0,4;1506;301,2;41;155;6;2;1;8;2;1;2;2;66;33;33;183;2,77;41;15;25;0;59;1277;22;102;1,73;148;114;25;36;53;202;101;0;0;8;4;1;0;0;43,8;21,9;4,8;2,4;8;1;1;391
1;1;0;0;1;1;1;1;1;0;0;2;1;0,5;1;0;0;47;47;3;33;10;1;0;9;4;0;27;1;100;100;0;41;0,41;8;0;8;0;85;1243;15;80;0,94;180;46;5;12;29;93;46,5;0;0;2;1;1;0;0;4,9;2,45;5;2,5;2;1;1;86
1;1;0;0;2;0;0;2;2;0;0;1;0;0;1;0;0;598;598;8;1;0;0;0;1;0;0;4;0;15;4;11;33;2,2;2;0;2;0;39;2333;60;159;4,08;99;4;3;1;0;121;121;0;0;13;13;1;0;0;12,3;12,3;30;30;13;1;1;68
92;16;32;3;1;1;1;4;4;0;0;0;0;0;1;2;2;489;489;7;380;7;4;0;6;6;0;20;4;100;78;22;341;3,41;0;0;0;0;100;13;0;152;1,52;300;6;2;0;4;483;241,5;0;0;6;3;1;0;0;2,6;1,3;24,3;12,15;6;1;1;127
0;0;0;0;8;45;5,63;27;19;8;0;20;26;1,3;8;16;2;17738;2217,25;27;17;0;0;0;5;0;0;5;0;1;1;0;4;4;0;0;0;0;24;88;3,67;26;1,08;47;30;0;2;28;89;44,5;0;0;6;3;1;0;0;49,1;24,55;3,7;1,85;6;1;1;11
85;26;44;2;8;14;1,75;44;25;17;2;29;2;0,07;26;130;5;179175;6891,35;61;282;0;28;5;11;0;1;12;6;2;2;0;4;2;0;0;0;0;76;2305;30;110;1,45;125;162;143;15;4;161;161;1;1;0;0;3;0;0;0;0;1;1;1;1;1;425
3;0;2;1;4;2;0,5;4;4;0;0;0;0;0;1;0;0;38;38;11;0;0;0;0;0;0;0;0;0;5;0;5;20;4;5;0;0;1;98;918;9,37;173;1,77;180;107;78;28;1;437;437;8;8;0;0;3;0;0;0;0;1;1;8;1;1;45
1;1;0;0;3;1;0,33;11;11;0;0;111;1;0,01;75;6;0,08;8103;108,04;37;83;4;2;4;5;4;1;5;2;25;16;9;98;3,92;14;0;12;0;51;347;6,8;103;2,02;126;23;20;3;0;287;95,67;0;0;16;5,33;1;0;0;46,7;15,57;20;6,67;16;1;1;23
43;16;18;1;2;0;0;4;3;1;0;3;0;0;2;0;0;2752;1376;9;215;9;30;4;9;2;2;6;5;100;48;52;96;0,96;0;0;0;0;100;211;2,11;134;1,34;208;38;13;4;21;2184;546;2;8;26;6,5;1,5;0;0;9;2,25;59,1;14,78;34;1;1;246
5;0;4;1;1;3;3;3;3;0;0;0;0;0;0;0;0;0;0;2;18;0;0;0;4;0;0;4;0;64;36;28;158;2,47;1;0;1;0;100;1655;17;192;1,92;230;205;187;11;7;68;34;0;0;0;0;1;0;0;2,3;1,15;9;4,5;0;1;1;124
0;0;0;0;2;0;0;3;3;0;0;0;0;0;2;3;1,5;1826;913;9;140;1;7;4;10;1;2;12;7;6;2;4;4;0,67;3;0;0;0;45;323;7,18;27;0,6;104;60;48;7;5;35;35;2;2;1;1;3;0;0;5,4;5,4;1,5;1,5;3;1;1;56
1;1;0;0;1;3;3;10;10;0;0;0;0;0;2;5;2,5;480;240;7;304;29;39;6;14;14;4;13;9;100;77;23;286;2,86;14;0;13;1;80;4283;54;225;2,81;156;191;146;38;7;44;44;0;0;1;1;1;0;0;0;0;1;1;1;1;1;77
